claim_id	source	line_range	claim_type	claim_text	normalized_requirement	superseded_by	implementation	production_caller	tests	failure_path	rules	status	confidence	notes
E001632	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	62	bug	## Q-20 [P0] 已修复: account_mode Frozen 被数据缺失降级	Q-20 [P0] 已修复: account_mode Frozen 被数据缺失降级		src/bin/monitor/main.rs:953;src/bin/monitor/main.rs:1073;candidate:src/risk/veto_chain.rs,src/risk/action_gate.rs,src/trading/risk_adapter.rs	src/bin/monitor/main.rs:953;src/bin/monitor/main.rs:1073	src/bin/monitor/main.rs:953;src/bin/monitor/main.rs:1073		2.2	unverifiable	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E001633	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	63	bug	**问题**: `account_mode.rs:100` 数据缺失分支早返回 ReduceOnly, 不论 prev 是什么. 与 BR-021 "Frozen 必须等下一交易日盘前重置" 矛盾.	*问题**: `account_mode.rs:100` 数据缺失分支早返回 ReduceOnly, 不论 prev 是什么. 与 BR-021 "Frozen 必须等下一交易日盘前重置" 矛盾.		src/bin/monitor/main.rs:953;src/bin/monitor/main.rs:1073;src/bin/monitor/main.rs:1139;src/bin/monitor/main.rs:1251;candidate:src/risk/veto_chain.rs,src/risk/action_gate.rs,src/trading/risk_adapter.rs	src/bin/monitor/main.rs:953;src/bin/monitor/main.rs:1073;src/bin/monitor/main.rs:1139;src/bin/monitor/main.rs:1251	src/bin/monitor/main.rs:953;src/bin/monitor/main.rs:1073;src/bin/monitor/main.rs:1139;src/bin/monitor/main.rs:1251	src/bin/monitor/push_templates.rs:9241;src/risk/account_mode.rs:107	2.2,2.4,2.10	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001634	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	65	bug	**修复** (2026-07-05): 加 0 分支 `if matches!(prev, Some(Frozen))` 优先于数据缺失分支. 测试 `missing_data_does_not_override_frozen` → `missing_data_keeps_frozen`, 断言 Frozen.	*修复** (2026-07-05): 加 0 分支 `if matches!(prev, Some(Frozen))` 优先于数据缺失分支. 测试 `missing_data_does_not_override_frozen` → `missing_data_keeps_frozen`, 断言 Frozen.		src/analyzer/mod.rs:328;src/analyzer/mod.rs:334;src/bin/monitor/main.rs:1141;src/bin/monitor/main.rs:1257;src/risk/account_mode.rs:393;candidate:src/risk/veto_chain.rs,src/risk/action_gate.rs,src/trading/risk_adapter.rs	src/bin/monitor/main.rs:1623;src/bin/monitor/main.rs:5364;src/bin/monitor/main.rs:1141;src/bin/monitor/main.rs:1257	src/analyzer/mod.rs:328;src/analyzer/mod.rs:334;src/bin/monitor/main.rs:1141;src/bin/monitor/main.rs:1257	src/decision/layers.rs:150;src/decision/layers.rs:158;src/bin/monitor/v14_adapter.rs:370;src/push_l5/governance.rs:165	2.2	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001635	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	68	acceptance	## Q-21 [P0] 已修复: paper_trade.simulate 不检查 INSERT OR IGNORE 结果	Q-21 [P0] 已修复: paper_trade.simulate 不检查 INSERT OR IGNORE 结果		src/bin/monitor/main.rs:1819;src/bin/monitor/main.rs:3968;src/bin/monitor/main.rs:2643;src/bin/monitor/main.rs:6288;src/bin/monitor/main.rs:6308;candidate:src/trading/paper_trade.rs,src/trading/paper_engine.rs	src/bin/monitor/main.rs:1819;src/bin/monitor/main.rs:3968;src/bin/monitor/main.rs:2643;src/bin/monitor/main.rs:6288	src/bin/monitor/main.rs:1819;src/bin/monitor/main.rs:3968;src/bin/monitor/main.rs:2643;src/bin/monitor/main.rs:6288	src/decision/pre_trade_filter.rs:8		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001636	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	69	bug	**问题**: `paper_trade.rs:148` `diesel::sql_query(...).execute(...)` 返回的 rows_affected 被丢弃. 重复 plan_id 调用返 Ok 而 DB 未插行.	*问题**: `paper_trade.rs:148` `diesel::sql_query(...).execute(...)` 返回的 rows_affected 被丢弃. 重复 plan_id 调用返 Ok 而 DB 未插行.		src/bin/monitor/main.rs:1819;src/bin/monitor/main.rs:3968;src/bin/agent_test.rs:184;src/bin/agent_test.rs:185;src/bin/monitor/health.rs:42;candidate:src/trading/paper_trade.rs,src/trading/paper_engine.rs	src/bin/monitor/main.rs:1819;src/bin/monitor/main.rs:3968;src/bin/monitor/health.rs:41;src/bin/monitor/health.rs:42	src/bin/monitor/main.rs:1819;src/bin/monitor/main.rs:3968;src/bin/monitor/health.rs:41;src/bin/monitor/health.rs:42	src/decision/pre_trade_filter.rs:8;src/database/agent_logs.rs:23;src/database/concepts.rs:148;src/database/mod.rs:112		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001637	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	71	feature	**修复** (2026-07-05): 新增 `PaperOutcome { result, inserted: bool }`. 调用方根据 `inserted` 决定是否启动 T+1 跟踪. simulate 返回类型由 `PaperResult` 改为 `PaperOutcome`.	*修复** (2026-07-05): 新增 `PaperOutcome { result, inserted: bool }`. 调用方根据 `inserted` 决定是否启动 T+1 跟踪. simulate 返回类型由 `PaperResult` 改为 `PaperOutcome`.		src/trading/paper_trade.rs:179;src/trading/paper_trade.rs:188;src/bin/monitor/push_templates.rs:3105;src/bin/monitor/push_templates.rs:3109;src/trading/paper_trade.rs:82	src/bin/monitor/push_templates.rs:3105;src/bin/monitor/push_templates.rs:3109	src/trading/paper_trade.rs:179;src/trading/paper_trade.rs:188;src/bin/monitor/push_templates.rs:3105;src/bin/monitor/push_templates.rs:3109	src/signal/push_recorder.rs:39		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001638	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	74	completion_claim	## Q-22 [P1] 已修复: query_chain_held_count 非确定性选 chain	Q-22 [P1] 已修复: query_chain_held_count 非确定性选 chain		src/pipeline/position_tracker.rs:119;src/pipeline/position_tracker.rs:397;candidate:src/opportunity/chain_mapper.rs,src/opportunity/bom_kb.rs		src/pipeline/position_tracker.rs:119;src/pipeline/position_tracker.rs:397			unverifiable	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E001639	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	75	bug	**问题**: `position_tracker.rs:121` `SELECT chain_name ... LIMIT 1` 无 ORDER BY, SQLite 按 rowid 返回. 同 code 多 chain 时不同时间查询可能返回不同 row.	*问题**: `position_tracker.rs:121` `SELECT chain_name ... LIMIT 1` 无 ORDER BY, SQLite 按 rowid 返回. 同 code 多 chain 时不同时间查询可能返回不同 row.		src/pipeline/analyze.rs:24;src/pipeline/analyze.rs:1090;src/bin/agent_test.rs:186;src/bin/backfill_daily.rs:102;src/bin/monitor/main.rs:4090;candidate:src/opportunity/chain_mapper.rs,src/opportunity/bom_kb.rs	src/bin/monitor/health.rs:47;src/bin/monitor/main.rs:1773;src/bin/monitor/main.rs:2104;src/bin/monitor/main.rs:2260	src/pipeline/mod.rs:13;src/pipeline/mod.rs:24;src/bin/monitor/health.rs:47;src/bin/monitor/main.rs:1773	src/bin/monitor/main.rs:2104;src/bin/monitor/main.rs:2260		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001640	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	77	feature	**修复** (2026-07-05): 加 `ORDER BY buy_date DESC, id DESC LIMIT 1`, 取最新建仓的 chain.	*修复** (2026-07-05): 加 `ORDER BY buy_date DESC, id DESC LIMIT 1`, 取最新建仓的 chain.		src/bin/agent_test.rs:186;src/bin/monitor/main.rs:4090;src/bin/boll_macd_backtest.rs:24;src/bin/boll_macd_backtest.rs:62;src/bin/monitor/push_templates.rs:4561;candidate:src/opportunity/chain_mapper.rs,src/opportunity/bom_kb.rs	src/bin/monitor/main.rs:4090;src/bin/monitor/main.rs:6536;src/bin/monitor/push_templates.rs:9852;src/bin/monitor/push_templates.rs:4561	src/bin/monitor/main.rs:4090;src/database/account_mode_log.rs:123;src/bin/monitor/main.rs:6536;src/bin/monitor/push_templates.rs:9852			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001641	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	80	acceptance	## Q-11 [P0] freshness 测试 pre-existing flake	Q-11 [P0] freshness 测试 pre-existing flake		candidate:src/monitor/data_quality.rs,tools/compliance/lib/check_data_freshness.sh					unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001642	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	81	bug	**问题**: `freshness::tests::validate_nav_freshness_passes_recent_date` 在 2026-07-05 03:xx CST 跑失败 (断言 `validate_nav_freshness(today)`).	*问题**: `freshness::tests::validate_nav_freshness_passes_recent_date` 在 2026-07-05 03:xx CST 跑失败 (断言 `validate_nav_freshness(today)`).		src/bin/monitor/freshness.rs:3;src/bin/monitor/freshness.rs:18;src/bin/monitor/freshness.rs:130;src/bin/monitor/freshness.rs:7;src/bin/monitor/freshness.rs:84;candidate:src/monitor/data_quality.rs,tools/compliance/lib/check_data_freshness.sh	src/bin/monitor/freshness.rs:3;src/bin/monitor/freshness.rs:18;src/bin/monitor/freshness.rs:130;src/bin/monitor/freshness.rs:7	src/bin/monitor/freshness.rs:3;src/bin/monitor/freshness.rs:18;src/bin/monitor/freshness.rs:130;src/bin/monitor/freshness.rs:7	src/deep_analyzer.rs:49;src/deep_analyzer.rs:551;src/bin/monitor/main.rs:7910;tests/e2e_prediction_verify.rs:112		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001643	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	82	bug	**根因**: freshness.rs 内有交易时段/日历判断, 凌晨时段可能落入"非交易日窗口". freshness.rs **未在本次改动中触碰** (git diff 已确认).	*根因**: freshness.rs 内有交易时段/日历判断, 凌晨时段可能落入"非交易日窗口". freshness.rs **未在本次改动中触碰** (git diff 已确认).		candidate:src/monitor/data_quality.rs,tools/compliance/lib/check_data_freshness.sh				2.4	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001644	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	86	completion_claim	## Q-24 [P1] 已修复: monitor --review 路径未接 v12 R-01~R-08	Q-24 [P1] 已修复: monitor --review 路径未接 v12 R-01~R-08							unverifiable	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E001645	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	87	bug	**问题**: `run_review_only_inner` 走老的 `stock_analysis::review::report::generate_daily_report_with_ledger` 路径, v12 模板 (`render_daily_report` / `render_review_market` / `render_industry_chain` / `render_review_lhb` / `render_review_signal` / `render_review_failure` / `render_tomorrow_watch` / `render_event_calendar`) 全部未挂入.	*问题**: `run_review_only_inner` 走老的 `stock_analysis::review::report::generate_daily_report_with_ledger` 路径, v12 模板 (`render_daily_report` / `render_review_market` / `render_industry_chain` / `render_review_lhb` / `render_review_signal` / `render_review_failure` / `render_tomorrow_watch` / `render_event_calendar`) 全部未挂入.		src/bin/monitor/main.rs:2306;src/bin/monitor/main.rs:4581;src/app/bootstrap.rs:18;src/app/bootstrap.rs:189;src/agent/tools_research.rs:95;candidate:src/opportunity/chain_mapper.rs,src/opportunity/bom_kb.rs	src/bin/monitor/main.rs:2306;src/bin/monitor/main.rs:4581;src/bin/monitor/daily_report_router.rs:27;src/bin/monitor/daily_report_router.rs:172	src/bin/monitor/main.rs:2306;src/bin/monitor/main.rs:4581;src/auth/operator.rs:182;src/auth/operator.rs:184	tests/review_timeout_tests.rs:2;src/bin/monitor/main.rs:2416;src/bin/monitor/main.rs:3083;src/bin/monitor/main.rs:5400		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001646	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	88	bug	**修复** (2026-07-05 commit 861ed64): 在 `run_review_only_inner` 末尾新增 v12 R-01~R-08 块, 包 spawn_blocking (避免 sync Diesel 在 async context panic), 真实数据 (ledger/positions/trades) 装配, R-01/R-02/R-08 真推到飞书.	*修复** (2026-07-05 commit 861ed64): 在 `run_review_only_inner` 末尾新增 v12 R-01~R-08 块, 包 spawn_blocking (避免 sync Diesel 在 async context panic), 真实数据 (ledger/positions/trades) 装配, R-01/R-02/R-08 真推到飞书.		src/bin/monitor/main.rs:2306;src/bin/monitor/main.rs:4581;src/app/modes.rs:86;src/app/modes.rs:111;candidate:src/bin/monitor/notify.rs,src/bin/monitor/push_templates.rs,src/push_l4/dispatcher.rs	src/bin/monitor/main.rs:2306;src/bin/monitor/main.rs:4581;src/bin/monitor/main.rs:735;src/bin/monitor/main.rs:1099	src/bin/monitor/main.rs:2306;src/bin/monitor/main.rs:4581;src/bin/monitor/main.rs:735;src/bin/monitor/main.rs:1099	tests/review_timeout_tests.rs:2;src/bin/monitor/main.rs:1391;src/bin/monitor/main.rs:1419	2.1,2.8	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001647	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	91	completion_claim	## Q-25 [P1] 已修复: 持仓数据误删 (8 stocks 7 恢复)	Q-25 [P1] 已修复: 持仓数据误删 (8 stocks 7 恢复)							unverifiable	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E001648	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	92	bug	**问题**: 跑 MVP0-A E2E 验证时 `rm -f data/stock_analysis.db*` 清空旧 DB, 误删 6/30 前累积的 7 只持仓 (华电辽能/达实智能/德展健康/利欧股份/三安光电/建业股份 + 中京电子).	*问题**: 跑 MVP0-A E2E 验证时 `rm -f data/stock_analysis.db*` 清空旧 DB, 误删 6/30 前累积的 7 只持仓 (华电辽能/达实智能/德展健康/利欧股份/三安光电/建业股份 + 中京电子).		src/app/bootstrap.rs:18;src/app/bootstrap.rs:189	src/bin/monitor/daily_report_router.rs:27;src/bin/monitor/daily_report_router.rs:172	src/auth/operator.rs:182;src/auth/operator.rs:184	src/bin/monitor/main.rs:2416;src/bin/monitor/main.rs:3083		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001649	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	93	bug	**根因**: MVP0-A 设计想让 run_migrations 重建表, 但旧数据未先 backup. 应 `--move-then-init` 而非 `--rm-then-init`.	*根因**: MVP0-A 设计想让 run_migrations 重建表, 但旧数据未先 backup. 应 `--move-then-init` 而非 `--rm-then-init`.		src/bin/monitor/push_templates.rs:9063;src/bin/monitor/push_templates.rs:9069	src/bin/monitor/push_templates.rs:9063;src/bin/monitor/push_templates.rs:9069	src/bin/monitor/push_templates.rs:9063;src/bin/monitor/push_templates.rs:9069	src/database/mod.rs:315		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001650	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	94	feature	**修复** (2026-07-05 commit 861ed64): 从 `data/stock_analysis.db.bak.184151` (6/30 备份) 恢复, 旧空 DB 改名为 `.empty_ .bak` 保留.	*修复** (2026-07-05 commit 861ed64): 从 `data/stock_analysis.db.bak.184151` (6/30 备份) 恢复, 旧空 DB 改名为 `.empty_ .bak` 保留.		src/app/bootstrap.rs:18;src/app/bootstrap.rs:189	src/bin/monitor/daily_report_router.rs:27;src/bin/monitor/daily_report_router.rs:172	src/auth/operator.rs:182;src/auth/operator.rs:184	src/bin/monitor/main.rs:2416;src/bin/monitor/main.rs:3083		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001651	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	95	todo_deferred	**遗留**: 合肥城建 (002208) 在 6/9 就已平仓, 不在 6/30 备份里, 仍缺失 (符合历史).	*遗留**: 合肥城建 (002208) 在 6/9 就已平仓, 不在 6/30 备份里, 仍缺失 (符合历史).						2.2	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001652	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	96	todo_deferred	**教训**: 后续 DB 测试严禁 `rm -f data/*.db*`, 必须先 backup.	*教训**: 后续 DB 测试严禁 `rm -f data/*.db*`, 必须先 backup.							unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001653	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	99	bug	**问题**: `monitor_loop` 内每个 tick 都调 `evaluate_data_mode_hook(None)`, 但 1 分钟粒度 + DataMode 状态基本不变 → 99% 都被 `is_changed()` 拦截不推.	*问题**: `monitor_loop` 内每个 tick 都调 `evaluate_data_mode_hook(None)`, 但 1 分钟粒度 + DataMode 状态基本不变 → 99% 都被 `is_changed()` 拦截不推.		src/bin/monitor/main.rs:2464;src/bin/monitor/main.rs:6230;src/bin/monitor/main.rs:1049;src/bin/monitor/main.rs:1651;src/bin/monitor/main.rs:1699	src/bin/monitor/main.rs:2464;src/bin/monitor/main.rs:6230;src/bin/monitor/main.rs:1049;src/bin/monitor/main.rs:1651	src/bin/monitor/main.rs:2464;src/bin/monitor/main.rs:6230;src/bin/monitor/main.rs:1049;src/bin/monitor/main.rs:1651	src/monitor/data_mode.rs:422;src/monitor/data_mode.rs:12;src/monitor/data_mode.rs:52		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001654	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	100	bug	**影响**: 微小性能开销, 但无功能问题.	*影响**: 微小性能开销, 但无功能问题.							unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001655	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	104	bug	**问题**: R-03 涨停产业链需要拉 60 日 K 线 + 计算 board_level (周日数据空, 仅 log). R-04 龙虎榜需要 lhb_daily 表真实数据 (周日表空, 仅 log). R-06 失败归因需要 execution_tracking 表真实数据 (目前空, 仅 log).	*问题**: R-03 涨停产业链需要拉 60 日 K 线 + 计算 board_level (周日数据空, 仅 log). R-04 龙虎榜需要 lhb_daily 表真实数据 (周日表空, 仅 log). R-06 失败归因需要 execution_tracking 表真实数据 (目前空, 仅 log).		src/bin/monitor/main.rs:5284;src/bin/monitor/push_templates.rs:2590;src/bin/monitor/main.rs:4090;src/bin/monitor/main.rs:6192;candidate:src/opportunity/chain_mapper.rs,src/opportunity/bom_kb.rs	src/bin/monitor/main.rs:5284;src/bin/monitor/push_templates.rs:2590;src/bin/monitor/main.rs:4090;src/bin/monitor/main.rs:6192	src/bin/monitor/main.rs:5284;src/bin/monitor/push_templates.rs:2590;src/bin/monitor/main.rs:4090;src/bin/monitor/main.rs:6192		2.1	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001656	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	105	bug	**根因**: v12 §13 MVP-3/4/5 部分模块 (execution_tracking / lhb_daily) 数据积累需真实盘后落库, 当前表空.	*根因**: v12 §13 MVP-3/4/5 部分模块 (execution_tracking / lhb_daily) 数据积累需真实盘后落库, 当前表空.		src/bin/monitor/main.rs:4090;src/bin/monitor/main.rs:6192	src/bin/monitor/main.rs:3790;src/bin/monitor/main.rs:4242;src/bin/monitor/main.rs:4090;src/bin/monitor/main.rs:6192	src/bin/monitor/main.rs:3790;src/bin/monitor/main.rs:4242;src/bin/monitor/main.rs:4090;src/bin/monitor/main.rs:6192			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001657	docs/v12/v12.0-2026-07-05-review-push-uncertainty.md	107	feature	**建议**: 周一盘后跑 monitor --review, 验证 R-03/R-04/R-06 真实数据接入.	*建议**: 周一盘后跑 monitor --review, 验证 R-03/R-04/R-06 真实数据接入.						2.1	unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001658	docs/v12/v12.0-2026-07-05-writing-plans-dev-plan.md	12	acceptance	**成功标准**: §13 全局验收清单逐项打勾; `cargo test --lib` 全绿; `cargo run --bin monitor -- --test` 冒烟通过。	*成功标准**: §13 全局验收清单逐项打勾; `cargo test --lib` 全绿; `cargo run --bin monitor -- --test` 冒烟通过。		src/agent/multi_agent/cost_board.rs:14;src/auth/mod.rs:3	src/bin/monitor/dryrun_report.rs:81;src/bin/monitor/e2e_test.rs:5	src/agent/multi_agent/cost_board.rs:14;src/auth/operator.rs:3	src/auth/mod.rs:4;src/auth/operator.rs:4		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001659	docs/v12/v12.0-2026-07-05-writing-plans-dev-plan.md	16	feature	- 全程无 mock 数据; 候选影子期零推送; 不做自动下单	全程无 mock 数据; 候选影子期零推送; 不做自动下单		candidate:src/trading/mod.rs,src/trading/risk_adapter.rs,src/risk/limits.rs				2.1,2.6	unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001660	docs/v12/v12.0-2026-07-05-writing-plans-dev-plan.md	22	acceptance	| # | 里程碑 | 目标周 | 验收标准 |	| # | 里程碑 | 目标周 | 验收标准 |							unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E001661	docs/v12/v12.0-2026-07-05-writing-plans-dev-plan.md	27	acceptance	| M4 | PR4 合入 = **MVP-1 完成** | W4 | 每条持仓建议含止损价+无效条件+可用股数; ExecutablePlan 仅三重校验通过时出现; 全期验收过 |	| M4 | PR4 合入 = **MVP-1 完成** | W4 | 每条持仓建议含止损价+无效条件+可用股数; ExecutablePlan 仅三重校验通过时出现; 全期验收过 |		src/decision/live_plan.rs:1;src/decision/live_plan.rs:8;candidate:src/risk/veto_chain.rs,src/risk/action_gate.rs,src/trading/risk_adapter.rs		src/decision/live_plan.rs:1;src/decision/live_plan.rs:8			unverifiable	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E001662	docs/v12/v12.0-2026-07-05-writing-plans-dev-plan.md	45	feature	| 1.5 | migration `v12-p1-account-mode/{up,down}.sql`: `account_mode_log` 表（沿用 `migrations/v10-p0-1-virtual-reason/` 命名约定） | S(2h) | — | `migrations/`, diesel schema | up/down 可逆; `cargo test --lib` 不炸 |	| 1.5 | migration `v12-p1-account-mode/{up,down}.sql`: `account_mode_log` 表（沿用 `migrations/v10-p0-1-virtual-reason/` 命名约定） | S(2h) | — | `migrations/`, diesel schema | up/down 可逆; `cargo test --lib` 不炸 |		src/auth/operator.rs:18;src/bin/monitor/notify.rs:2013;src/database/mod.rs:685;src/bin/monitor/main.rs:332;src/portfolio/mod.rs:173	src/bin/monitor/notify.rs:2013;src/bin/monitor/notify.rs:2016;src/bin/monitor/main.rs:1103;src/bin/monitor/main.rs:1365	src/auth/operator.rs:18;src/bin/monitor/notify.rs:2013;src/bin/monitor/main.rs:1103;src/bin/monitor/main.rs:1365	src/auth/operator.rs:18;src/bin/monitor/notify.rs:2016;migrations/v12-p1-account-mode/down.sql:1;src/bin/monitor/push_templates.rs:1493		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001663	docs/v12/v12.0-2026-07-05-writing-plans-dev-plan.md	47	acceptance	| 1.7 | monitor 主循环挂评估点（行情刷新/交易记录变更后重算 AccountMode）; **不触碰 veto_chain**（`src/risk/veto_chain.rs:83-94` 保持原样） | S(3h) | 1.6 | `src/bin/monitor/` 主循环 | `-- --test` 冒烟通过; veto_chain 文件零 diff |	| 1.7 | monitor 主循环挂评估点（行情刷新/交易记录变更后重算 AccountMode）; **不触碰 veto_chain**（`src/risk/veto_chain.rs:83-94` 保持原样） | S(3h) | 1.6 | `src/bin/monitor/` 主循环 | `-- --test` 冒烟通过; veto_chain 文件零 diff |		src/risk/veto_chain.rs;src/bin/monitor/main.rs:1359;src/opportunity/auction_agent.rs:24;src/agent/multi_agent/cost_board.rs:14;src/auth/mod.rs:3;candidate:src/risk/action_gate.rs,src/trading/risk_adapter.rs,src/opportunity/chain_mapper.rs	src/bin/monitor/main.rs:1359;src/bin/monitor/dryrun_report.rs:81;src/bin/monitor/e2e_test.rs:5;src/bin/monitor/main.rs:953	src/bin/monitor/main.rs:1359;src/opportunity/auction_agent.rs:24;src/agent/multi_agent/cost_board.rs:14;src/auth/operator.rs:3	src/opportunity/auction_agent.rs:37;src/opportunity/auction_agent.rs:149;src/auth/mod.rs:4;src/auth/operator.rs:4		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E001664	docs/v12/v12.0-2026-07-05-writing-plans-dev-plan.md	49	acceptance	**PR1 验收**: §12 原文 — Frozen 下四类动作全 Deny 且有 blocked_reason; ReduceOnly 下反T放行、正T Deny。	*PR1 验收**: §12 原文 — Frozen 下四类动作全 Deny 且有 blocked_reason; ReduceOnly 下反T放行、正T Deny。		src/risk/action_gate.rs:103;src/risk/action_gate.rs:302;src/bin/monitor/main.rs:1139;src/bin/monitor/main.rs:1251;candidate:src/risk/veto_chain.rs,src/trading/risk_adapter.rs	src/bin/monitor/main.rs:1139;src/bin/monitor/main.rs:1251	src/risk/action_gate.rs:103;src/risk/action_gate.rs:302;src/bin/monitor/main.rs:1139;src/bin/monitor/main.rs:1251	src/risk/action_gate.rs:302;src/risk/action_gate.rs:353;src/bin/monitor/push_templates.rs:9241;src/risk/account_mode.rs:107		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
