claim_id	source	line_range	claim_type	claim_text	normalized_requirement	superseded_by	implementation	production_caller	tests	failure_path	rules	status	confidence	notes
L164-REGISTRY	docs/v16.x/v16.4-design.md	181-366	feature	StrategyRegistry, eight strategies and decision layers drive business scoring	Use registry and decision layers in production		Registry and eight strategy implementations exist but register_all/layers have no production caller	None	Unit tests only	Empty/uninitialized registry is not a production failure	2.7	unresolved	high	
L164-PERF	docs/v16.x/v16.4-design.md	367-424	feature	PerformanceSnapshot is immutable and settled daily	Persist independent performance evidence		PerformanceEngine and table exist; monitor calls daily_settlement around 15:05	Production scheduler	Snapshot tests	Settlement errors are ignored except absence of success branch logging	2.7	partial	medium	
L164-PLAN	docs/v16.x/v16.4-development-plan.md	52-234	plan	Wire three buses, decision layers, settlement and E2E	Finish v16.4 production integration		Only settlement is demonstrably called; bus consumers and decision layers are unwired	Settlement caller only	No matching full E2E	Silent unconsumed events	2.7	unresolved	high	
L165-QUOTE	docs/v16.x/v16.5-design.md	100-229	feature	QuoteProvider supplies real prices to paper engine, strategies and monitor	Use one real quote seam everywhere		QuoteProvider seam exists and paper_engine reads it, but default can be MockQuoteProvider and strategy/layer production path is absent	paper_engine uses provider	Provider/paper tests	Quote failure falls back to avg_cost; mock returns non-authoritative values	2.1,2.2,2.3	partial	high	
L165-BROKER	docs/v16.x/v16.5-development-plan.md	171-191	feature	Broker SDK provides a true implementation	Replace placeholder broker with real target operations	v16.7 elaborates adapters	Qmt/PublicData/Noop push methods only log; QMT SDK detection registers TODO QmtBroker	Startup selects broker	Only no-panic/label tests	Logging-only verify/push behavior violates fake implementation ban	2.1,2.8	contradicted	high	
L166-E2E	docs/v16.x/v16.6-design.md	100-135	feature	Feature-gated monitor E2E runs in CI under 30 seconds	Prove complete kernel with realistic context		A monitor e2e_test module exists, but no target/feature matching the documented command is evident and no fixed-SHA CI evidence was produced	Test-only module	Some e2e-like tests exist	External/live data paths not exercised	2.1,2.4,2.7	partial	medium	
L166-OBS	docs/v16.x/v16.6-design.md	136-245	feature	Prometheus metrics, health check and panic recovery operate	Expose kernel health and failures		metrics.rs and health.rs exist and monitor initializes them; health mainly checks singleton existence rather than event flow	Production monitor	Module tests	Dead buses can report healthy because existence is checked, not producer/consumer activity	2.7	partial	high	
L167-IB	docs/v16.x/v16.7-design.md	97-151	feature	IBBroker abstraction is implemented	Provide real TWS-backed quotes		IBBroker file explicitly says zero network calls and returns 0.0 pending integration	May be selectable only as provider abstraction	No-network tests	Zero quote is bad data, not an explicit source error	2.1,2.3,2.8	contradicted	high	Document's checkmark means abstraction only, not real adapter
L167-SDK	docs/v16.x/v16.7-development-plan.md	43-289	plan	IB, TQS and QMT SDK adapters plus runtime selection	Provide real broker adapters		No TQSBroker; IB is a zero-network stub; QmtBroker logging-only; selection can claim QMT when only TODO adapter exists	Startup detect/select path exists	Selection unit tests only	Fallback/labels can overstate source capability	2.1,2.8	unresolved	high	
L168-BENCH	docs/v16.x/v16.8-design.md	91-183	feature	Criterion benchmark and hotspot optimizations	Measure and improve hot paths		Criterion dependency and benches/intraday_tick.rs exist	Benchmark only, not production caller	Benchmark cases present	No regression threshold gate shown		partial	medium	Benchmark existence verified; performance target not
L168-COVERAGE	docs/v16.x/v16.8-development-plan.md	249-354	acceptance	Raise unit coverage and prove live/E2E completion	Meet documented coverage and live gates		No committed coverage report or live completion evidence at fixed SHA	N/A	Tests exist, coverage unknown	N/A	2.1,2.4,2.7	unverifiable	high	
L18-DATA	docs/v18.x/v18.0-2026-07-16-brainstorming-quant-platform-closure-design-active.md	47-67,146-155	feature	Data Contract Gate is the sole authority and Gate P blocks unavailable/stale/invalid inputs	Implement typed availability/freshness contracts before decisions		No DataContractGate/DataHealthSnapshot module exists at c1e; service still swallows financial errors and defaults money-flow/intraday; monitor synthesizes Full	Legacy DataMode is used by monitor	Legacy data-mode tests	Missing/stale inputs can appear usable	2.1,2.2,2.3,2.4	unresolved	high	Active design correctly describes a current gap
L18-REGISTRY	docs/v18.x/v18.0-2026-07-16-brainstorming-quant-platform-closure-design-active.md	68-78	feature	Research/model registry stores dataset/code/config/cost evidence and promotion decisions	Build reproducible model governance		No research registry or model promotion evidence store found	None	No tests	No fail-closed promotion gate	2.7	unresolved	high	
L18-DECISION	docs/v18.x/v18.0-2026-07-16-brainstorming-quant-platform-closure-design-active.md	79-95	feature	Decision records, portfolio construction and unified risk policy are authoritative	Persist inputs/rationale and share risk between paper/live		Legacy decision/risk modules exist, but no immutable DecisionRecord/CandidateSnapshot authority or unified paper/live policy	Legacy monitor and paper paths	Module tests	Hardcoded Normal/Full and portfolio fallbacks bypass authority	2.3,2.6,2.7	unresolved	high	
L18-AUDIT	docs/v18.x/v18.0-2026-07-16-brainstorming-quant-platform-closure-design-active.md	96-109	feature	Tamper-resistant audit journal and paper order/fill/ledger/reconciliation	Create append-only evidence and accounting lifecycle		No tamper-resistant journal, paper ledger or reconciliation lifecycle; PushRecord DTO has no committed writer	None	DTO/unit tests only	No durable recovery/reconciliation	2.6,2.7	unresolved	high	
L18-OUTCOME	docs/v18.x/v18.0-2026-07-16-brainstorming-quant-platform-closure-design-active.md	110-129	feature	Outcome attribution and explicit failure/recovery responses	Close feedback loop without silent degradation		Some performance snapshots exist, but no attribution/model-change workflow; several failures still become defaults	Performance settlement only	Snapshot tests	Silent/default degradation remains	2.1,2.2,2.7	unresolved	high	
L18-LIVE	docs/v18.x/v18.0-2026-07-16-brainstorming-quant-platform-closure-design-active.md	157-165	gate	Controlled live execution remains disabled until adapter, kill switch and reconciliation pass	Fail closed on live trading		No proven live execution adapter/state machine/reconciliation/kill switch; code currently appears paper/notification focused	No authorized live order caller found	No broker lifecycle E2E	Logging-only broker stubs	2.1,2.6,2.7,2.8	verified_complete	high	Boundary is respected only because live execution is not implemented
L18-MODULES	docs/v18.x/v18.0-2026-07-16-codebase-design-four-core-modules.md	73-296	architecture	Four deep modules own data health, decisions, paper ledger and attribution	Implement the documented interfaces and seams		Named modules/value objects are absent at c1e	None	No matching tests	Legacy scattered paths retain failure ambiguity	2.1,2.2,2.3,2.6,2.7	unresolved	high	Design artifact, not implementation evidence
L18-P0	docs/v18.x/v18.0-2026-07-16-review-quant-platform-assessment.md	39-46	bug	Four P0 gaps: swallowed data errors, synthetic Full health, 120s quote threshold, no broker lifecycle	Remove all four release blockers		All four are reproduced at c1e in service.rs, data_mode.rs/main.rs and broker/paper architecture	Production data and monitor paths	Some legacy tests encode current behavior	Bad data and false freshness can affect decisions	2.1,2.2,2.3,2.4,2.6,2.7	verified_complete	high	Verified_complete means the assessment claim is true; bugs remain unresolved
L18-WS1	docs/v18.x/v18.0-2026-07-16-writing-plans-implementation-roadmap.md	24-36	plan	Workstream 1 implements data contracts and health authority	Eliminate silent/default data degradation		Not implemented at fixed SHA	None	No matching tests	Existing P0 paths remain	2.1,2.2,2.3,2.4	unresolved	high	
L18-WS2	docs/v18.x/v18.0-2026-07-16-writing-plans-implementation-roadmap.md	37-48	plan	Workstream 2 implements research/model registry and promotion evidence	Govern model promotion reproducibly		Not implemented	None	No tests	No promotion gate	2.7	unresolved	high	
L18-WS3	docs/v18.x/v18.0-2026-07-16-writing-plans-implementation-roadmap.md	49-60	plan	Workstream 3 implements decisions, portfolio and unified risk	Create one auditable risk/decision authority		Not implemented; legacy fragments remain	Legacy paths only	No matching E2E	Fallbacks bypass authority	2.3,2.6,2.7	unresolved	high	
L18-WS4	docs/v18.x/v18.0-2026-07-16-writing-plans-implementation-roadmap.md	61-74	plan	Workstream 4 implements paper order, fill, ledger and reconciliation	Build accounting lifecycle		Only paper_trades simulation exists	Paper engine	Focused simulation tests	No ledger/reconciliation	2.6,2.7	unresolved	high	
L18-WS5	docs/v18.x/v18.0-2026-07-16-writing-plans-implementation-roadmap.md	75-85	plan	Workstream 5 implements attribution and operating review	Link decisions to outcomes		Performance snapshot is insufficient; no attribution records/model proposal	Settlement only	Snapshot tests	No full lineage	2.7	unresolved	high	
L18-WS6	docs/v18.x/v18.0-2026-07-16-writing-plans-implementation-roadmap.md	86-94	plan	Workstream 6 reviews live-execution readiness	Keep live disabled until safety evidence exists		Readiness prerequisites are absent and no live adapter is enabled	None	No lifecycle tests	No kill switch/reconciliation	2.6,2.7	unresolved	high	
LSP-EVENT	docs/superpowers/plans/2026-06-28-event-extractor.md	1-886	feature	Implement event extraction, classification, freshness and production scheduling	Turn raw news into governed market events		Event extractor modules, opportunity scheduler call and extensive tests exist	Opportunity production path calls batch extraction	Dedicated integration/unit tests	Some degraded construction remains explicit but providers may fail	2.1,2.2,2.3,2.4	verified_complete	medium	Historical plan content recovered from deleted document; live external-source success not re-run
LSP-V13PLAN	docs/superpowers/plans/2026-07-06-v13-push-templates-impl.md	1-1783	plan	Implement complete v13 template set and governance	Deliver all documented push templates	2026-07-11 remediation plan	Large template/render/governance surface exists, but later remediation explicitly identifies missing production triggers and red-line failures	Many monitor production call sites	Large embedded test suite	Some production paths use defaults/mock fallback	2.1,2.2,2.4,2.7	partial	high	177/177 module tests do not prove production completeness
LSP-V13REMED	docs/superpowers/plans/2026-07-11-v13-push-templates-remediation.md	100-637	bugfix	Repair missing triggers, source-down/gateway evidence, governance and rendering issues	Complete four remediation phases		Some items landed, but direct fixed-SHA evidence still shows mock fallback in main, fake broker push and incomplete persistence	Multiple production paths	Focused tests	Live push logs and failure records not proven	2.1,2.2,2.4,2.6,2.7,2.8	partial	high	Plan itself rejects the earlier all-done conclusion
LSP-D01	docs/superpowers/plans/2026-07-07-v29-d01-dispatcher.md	1-475	feature	D-01 dispatcher selects news-driven stocks, dedups and pushes	Run D-01 from real event snapshots		D-01 renderer/dispatcher, memo and production news-loop caller exist	news_monitor_loop calls D-01 path	Numerous D-01 tests	Separate v70 test path still contains explicit mock fallback, prohibited if production reachable	2.1,2.4,2.7	partial	high	
LSP-QMT	docs/superpowers/plans/2026-07-08-qmt-integration.md	1-914	feature	Integrate QMT market data with fallback and tests	Use real QMT adapter when configured		No qmt_provider; QmtBroker is logging-only and SDK detection registers a TODO implementation	Startup broker selection	Only label/no-panic tests	Configuration can select fake target implementation	2.1,2.8	unresolved	high	Historical document's completion claim is false at c1e
LSP-SINA	docs/superpowers/plans/2026-07-08-sina-baostock-integration.md	1-1664	feature	Add Sina and Baostock providers, fallback, polling and post-close coverage	Operate multi-source historical/quote fallback		Both providers and fallback integration exist with tests; later polling/post-close orchestration was superseded/removed into other loops	Fallback production function uses both providers	Provider/fallback tests include network tests	Live availability not captured at fixed snapshot	2.1,2.3,2.4	partial	medium	Provider phase verified, original orchestration not
LSP-OPENAI-D	docs/superpowers/specs/2026-07-16-remove-openai-config-design.md	126-203	feature	Remove direct OpenAI runtime/config names while retaining OpenAI-compatible protocol types	Use DEEPSEEK configuration canonically		Runtime env reads use DEEPSEEK names; remaining OpenAI references are library protocol types or tests proving stale vars ignored	Analyzer/deep_analyzer/agent_test paths use DeepSeek variables	Provider contract tests exist	Missing provider is explicit warning/error		verified_complete	high	
LSP-OPENAI-P	docs/superpowers/plans/2026-07-16-remove-openai-config-plan.md	65-691	plan	Execute and verify DeepSeek config migration	Remove legacy direct OpenAI config without breaking production chain		Implementation and focused tests are present at c1e; no secret was inspected	Production analyzer paths	Contract/selection tests	Explicit no-provider behavior		verified_complete	high	
LSP-V17R2	docs/superpowers/plans/2026-07-16-v17-r2-a-event-seam.md	101-419	plan	Build envelope, bounded bus, exact dispatcher and production audit bridge	Establish minimal event seam		Envelope/bus/dispatcher exist and production delivery observation is published; default delivery remains direct legacy path	Notify delivery audit caller	Module and integration tests	Bus opt-in and no durable writer	2.7	partial	high	Matches v17.1-r2 claims
LSP-V173	docs/superpowers/plans/2026-07-16-v17.3-persistence-query.md	80-476	plan	Normalize records, write JSONL, query rates, replay and wire CLI	Provide durable delivery history		Only normalized PushRecord/ReplayablePushEvent DTOs are committed; writer/query/replay/CLI absent	No persistence caller	DTO tests only	No retention/read-error/replay safety implementation	2.7	partial	high	Task 1 landed; Tasks 2-5 did not
LSP-V177	docs/superpowers/plans/2026-07-16-v17.7-source-pushes.md	88-671	plan	Implement six real source event types/classifiers and production adapters	Retain active kinds by supplying real sources		Normalized source types/classifiers/adapters are absent; several registered feeds remain unit stubs returning empty	None for six normalized events	No matching source-adapter suite	No-data can look like normal silence	2.1,2.2,2.4,2.7	unresolved	high	
LSP-TOPIC	docs/superpowers/plans/compressed-wondering-parasol.md	36-168	bugfix	Fix topic-search empty-result contract, routing, retry/cache and Sina fallback	Reduce real data loss instead of hiding warnings		Some success contracts/providers exist, but no provider_supports_query/retry helper matching plan was found	Topic service is production-capable	Provider tests exist	Repeated provider failures can still lose data	2.1,2.2,2.4	partial	medium	
LSP-IPO	docs/superpowers/plans/radiant-frolicking-starfish.md	131-344	feature	Implement IPO monitoring and supply-chain push coverage	Detect IPO events from real sources and notify mapped A-shares		IPO mappings, kinds and modules exist; Phase D production aggregator registers several unit stubs and full IPO monitor production scheduling is not proven	Stock mapper can use IPO table	Mapping/kind tests	Static mappings can become stale; provider failure handling incomplete	2.1,2.4,2.7	partial	medium	
LSP-BUG7	docs/superpowers/plans/refactored-meandering-bird.md	13-168	bugfix	Fix seven review findings including cash floor and NAV freshness	Remove red-line failures and contradictions		NAV freshness and cash guard fixes are present; the grouped seven-fix plan was not revalidated item-by-item in live mode	Monitor review path and freshness caller	Focused tests present	Other repository-wide data freshness violations remain	2.3,2.4,2.9	partial	medium	Two named P0s verified fixed
LSP-BUG2	docs/superpowers/plans/refactored-meandering-bird-agent-aa580bbef2a2358a9.md	3-231	bugfix	Cash floor dead code and NAV freshness always-pass bugs	Make both guards effective		Cash guard is called and NAV freshness rejects old dates	Production review/freshness paths	Focused tests for both	Errors are logged rather than silently accepted	2.3,2.4	verified_complete	high	
LSP-AUTH	docs/superpowers/plans/unified-cooking-tulip.md	20-390	feature	Require PAM operator authentication before monitor/live CLI starts	Fail closed for unauthenticated operators		Auth module exists but defaults disabled, and no call in `src/bin/monitor/main.rs` was found; only root binary and winrate simulator call it	Monitor binary bypasses planned gate	Config tests only; no PAM integration evidence	Default opt-out contradicts mandatory authentication goal	2.7	contradicted	high	
LSP-AUTH-RESEARCH	docs/superpowers/plans/unified-cooking-tulip-agent-a893df278aa4ff06a.md	1-358	analysis	Repository initially has webhook auth but no operator/user auth	Document authentication surface	unified-cooking-tulip plan	Read-only research is consistent with the pre-change problem statement	N/A	N/A	N/A		verified_complete	medium	Analysis claim, not implementation requirement
LSP-PROCESS	docs/superpowers/specs/2026-06-29-process-discipline-design.md	1-366	process	Enforce design/test/review discipline and evidence	Apply process gates to changes	AGENTS.md/ENGINEERING_RULES_V2	Scripts/docs exist, but historical compliance cannot be proven for every old change from code snapshot	CI/compliance scripts	Script tests exist	Audit evidence incomplete	2.1-2.10	unverifiable	medium	
LSP-V13-AUDIT	docs/superpowers/specs/2026-07-06-v13-push-templates-audit.md	1-192	bug	Audit lists v13 coverage gaps	Use audit as remediation input	2026-07-11 remediation	Later remediation confirms gaps; several remain at c1e	See remediation claims	See focused tests	See remediation claims	2.1,2.4,2.7	verified_complete	medium	Verified as diagnosis, not as fixes
LSP-V13-DESIGN	docs/superpowers/specs/2026-07-06-v13-push-templates-design.md	1-909	architecture	Define v13 template and governance behavior	Implement complete template system	later remediation and v14/v17 designs	Large portion exists but production trigger completeness is disproven by remediation	Monitor has many callers	Large renderer tests	Defaults/mock and missing triggers remain	2.1,2.4,2.7	partial	high	
LSP-V13-LOG	docs/superpowers/specs/2026-07-06-v13-push-templates-impl-log.md	1-199	completion	Implementation log claims v13 completion	Provide reliable completion evidence	later remediation	Later audit/remediation contradicts blanket completion despite module test success	Partial production callers	Recorded tests are module evidence only	No live completeness proof	2.1,2.4,2.7	contradicted	high	
LSP-V19-14	docs/superpowers/specs/2026-07-06-v19-14-push-template-refactor-design.md	1-156	architecture	Refactor push templates without behavior loss	Preserve production behavior through refactor	later v13 remediation/v14	Refactored template code exists, but full equivalence cannot be established and later gaps remain	Production callers exist	Renderer tests	No historical baseline comparison artifact	2.7	unverifiable	medium	
LSP-V19-15	docs/superpowers/specs/2026-07-06-v19-15-push-simplify-design.md	1-175	architecture	Simplify push flow while preserving semantics	Reduce duplication safely	later v14/v17	Multiple push stacks and direct/adapter paths still coexist	Production direct path	Tests exist per stack	Split-brain delivery path remains	2.7	partial	medium	
LSP-V19-16	docs/superpowers/specs/2026-07-06-v19-16-remove-demo-data-design.md	1-184	bugfix	Remove demo/mock data from production paths	Guarantee production never fabricates inputs		Fixed-SHA main still has v70 mock fallback and provider/paper default fabrication	Potential production/test branches in monitor	Some tests	Mock/default data remains reachable or insufficiently isolated	2.1,2.2,2.5	contradicted	high	
LSP-D01-D	docs/superpowers/specs/2026-07-07-d01-dispatcher-design.md	1-431	architecture	D-01 production dispatcher design	Map real news events to stock ideas		Core dispatcher is implemented and called, but live data and end-to-end delivery evidence are incomplete	news_monitor_loop	Many D-01 tests	Mock fallback path and feed stubs	2.1,2.4,2.7	partial	high	
LSP-QMT-D	docs/superpowers/specs/2026-07-08-qmt-integration-design.md	1-441	architecture	QMT provider, mapping, fallback and explicit errors	Implement real QMT data source		Only stock code mapping/general broker placeholder exists; no QMT provider	No real caller	Mapping tests only	Logging-only placeholder	2.1,2.8	unresolved	high	
LSP-SINA-D	docs/superpowers/specs/2026-07-08-sina-baostock-integration-design.md	1-635	architecture	Sina and Baostock fallback design	Use both real sources with validation		Provider/fallback core exists; live verification and original polling are not fully proven	Fallback function	Provider/fallback tests	Network availability not captured	2.1,2.3,2.4	partial	medium	
LSP-V17-D	docs/superpowers/specs/2026-07-16-v17-event-infrastructure-and-data-sources-design.md	134-423	architecture	Event infrastructure plus six source integrations	Build typed event/persistence/source pipeline		Only minimal envelope/bus and delivery DTO are committed; persistence and six sources incomplete	Delivery audit only	Core tests only	No durable source/event recovery	2.1,2.4,2.7	partial	high	
LROOT-BUGS	docs/KNOWN_BUGS-2026-06-28.md	8-113	bug	Ten known bugs across flaky tests, providers, reporting, performance, dead paths and coverage	Resolve and regression-test the bug register	later audits/plans	Several modules changed substantially, but no one-to-one closure evidence for all B-001..B-011 exists; later audit still reports structural/test gaps	Mixed	Mixed	Live regressions not replayed	2.1,2.3,2.4,2.7	partial	medium	Historical register cannot support an all-fixed conclusion
LROOT-AUDIT	docs/analysis-2026-06-29-project-audit.md	28-435	bug	Architecture, performance, quant, quality and compliance debt remain	Resolve Top-10 and P0 blockers	later version designs	Some issues improved (event buses, shared clients, VetoChain), but fixed-SHA still has god main, dead buses, swallowed data failures and fake broker adapters	Production paths	Many local tests	System-level closure absent	2.1-2.10	partial	high	The audit diagnosis remains materially valid
LROOT-RISK-P0	docs/architecture_p0_risk_unification.md	8-450	feature	Restore VetoChain, inject unified risk, implement factor IC and achieve high position tests	Close four live-blocking P0s		VetoChain, RiskContext and FactorIC/report modules are production referenced; coverage threshold and all failure semantics are not proven	pipeline analyze and review paths	Module tests exist	VetoChain panic is pass-through by design; coverage evidence absent	2.3,2.6,2.7	partial	high	Functional pieces landed, release evidence did not
LROOT-RISK-PLAN	docs/project_plan_p0_risk_unification.md	27-329	plan	Four-phase P0 risk unification plan	Deliver and verify all four phases		Phases 1-3 have clear code; Phase 4 >=95 percent coverage evidence unavailable	Production pipeline/review	Focused tests	No fixed-SHA coverage report	2.3,2.6,2.7	partial	high	
LROOT-RISK-REVIEW	docs/code_review_p0_risk_unification.md	1-73	review	Review findings on P0 risk implementation	Close review findings before release		Subsequent code contains cited core integrations, but historical review resolution cannot be fully reconstructed from snapshot alone	Mixed	Mixed	No review sign-off artifact	2.3,2.6,2.7	unverifiable	medium	
LROOT-E	docs/root-causes/E-multi-agent-bypass-freshness.md	14-296	bug	Multi-agent and deep review bypass data freshness	Add freshness gate and timestamp authority before AI analysis		Monitor wraps deep analysis with a timeout, but run_multi_agent_analysis itself still has no explicit Kline freshness gate; input timestamp authority remains fragmented	Production monitor calls deep analyzer	Inventory tests, not freshness-gate tests	Stale data may still enter analysis	2.3,2.4	unresolved	high	Timeout does not solve freshness
LROOT-F	docs/root-causes/F-tool-silent-fallback.md	14-331	bug	Tool errors are encoded as success and silently fed to LLM	Represent missing/error explicitly and prohibit fabrication		ToolResult classification, data_inventory and mandatory missing-data prompt rules are implemented and used	Production deep analyzer	Dedicated ToolResult/inventory tests	LLM compliance is prompt-enforced, not structurally guaranteed	2.1,2.2	partial	high	Primary silent fallback is fixed; typed tool interfaces remain deferred
LROOT-G	docs/root-causes/G-no-fast-fail.md	14-438	bug	Review can hang through serial retries with no top-level timeout	Add bounded top-level timeout and audit failure		Monitor review path has configurable top-level tokio timeout and explicit logs	Production review command	Review timeout tests exist in repository	Underlying provider retry cost remains but is bounded	2.1,2.4,2.7	verified_complete	high	Recommended alpha fix is present
LROOT-BROKER	docs/operations/broker-api-integration.md	40-97	plan	Phase 1 broker abstraction complete; Phase 2 real QMT and Phase 3 risk/monitoring remain	Implement real broker source safely		Abstraction exists; real adapter remains logging-only/TODO exactly as document says	Startup selection	Selection tests	Fake target operations and no reconciliation	2.1,2.5,2.7,2.8	partial	high	Historical operational doc honestly marks future work
LROOT-SINA	docs/sina_baostock_integration.md	1-160	feature	Sina/Baostock integration and fallback	Use real alternate data providers		Both providers and fallback are implemented	Production fallback	Provider/fallback tests	Live network behavior not re-run	2.1,2.3,2.4	verified_complete	medium	Core integration only
LROOT-EMQ	docs/emquant-api-integration-plan-调研-2026-06-05.md	1-272	plan	Research and plan EmQuant API integration	Add EmQuant as market data source		No EmQuant provider/integration found at fixed SHA	None	No tests	External dependency not implemented	2.1,2.4	unresolved	high	Research plan, not a completion artifact
LROOT-P04	docs/p0-4-done.md	1-188	completion	P0-4 is done	Provide complete evidence for the stated fix	later audits	Historical completion statement is superseded by later audits that find additional P0/data gaps	Mixed	Historical tests not re-run	Later regressions/gaps	2.1-2.10	superseded	medium	
LROOT-P05	docs/p0-5-done.md	1-180	completion	P0-5 is done	Provide complete evidence for the stated fix	later plus versions/audits	Superseded by successive P0-5-plus documents and later audits	Mixed	Historical evidence only	Later gaps	2.1-2.10	superseded	high	
LROOT-P05P	docs/p0-5-plus-done.md	1-198	completion	P0-5-plus is done	Provide complete evidence	later plus-v2/v3/v4	Superseded by later iterations	Mixed	Historical evidence only	Later gaps	2.1-2.10	superseded	high	
LROOT-P05P2	docs/p0-5-plus-v2-done.md	1-183	completion	P0-5-plus-v2 is done	Provide complete evidence	later plus-v3/v4	Superseded by later iterations	Mixed	Historical evidence only	Later gaps	2.1-2.10	superseded	high	
LROOT-P05P3	docs/p0-5-plus-v3-done.md	1-155	completion	P0-5-plus-v3 is done	Provide complete evidence	p0-5-plus-v4-todo and later audits	Later TODO explicitly continues the work	Mixed	Historical evidence only	Later gaps	2.1-2.10	contradicted	medium	Blanket done is not durable
LROOT-P05P4	docs/p0-5-plus-v4-todo.md	1-135	plan	Additional P0-5-plus-v4 work remains	Complete listed follow-up tasks		Later architecture changed significantly; no item-by-item closure evidence reconstructed	Mixed	Mixed	Unknown	2.1-2.10	unverifiable	medium	
LROOT-V12E2E	docs/architecture/v12-e2e-real-push-2026-07-05.md	1-165	acceptance	Prove real v12 push end to end	Capture real delivery evidence	later v13/v14/v17	Code has many push paths but persistent real-delivery evidence is absent at c1e	Production monitor	Module/integration tests	External delivery not proven	2.1,2.4,2.7	unverifiable	high	
LROOT-V12TEST	docs/architecture/v12-monitor-test-2026-07-05.md	1-222	acceptance	Monitor test mode verifies v12 behavior	Run repeatable monitor acceptance	later test plans	Test-mode code includes explicit mock fallback; cannot count as production-resolution evidence	Test-only path	Tests exist	Mock/test isolation ambiguity	2.1,2.5	partial	high	
LROOT-V12MVP	docs/architecture/v12-mvp-progress.md	1-176	completion	Report v12 MVP progress	Track implemented gates honestly	later versions	Historical progress is superseded; several foundational modules remain while newer red-line gaps exist	Mixed	Historical	Later gaps	2.1-2.10	superseded	high	
LROOT-V12ACC	docs/architecture/v12-mvp0-acceptance-2026-07-05.md	1-180	acceptance	MVP0 acceptance criteria pass	Provide release evidence	later versions	Cannot verify historical acceptance from code snapshot; later designs expose regressions and incomplete live evidence	Mixed	Historical	Unknown	2.1-2.10	unverifiable	medium	
LROOT-V12UNC	docs/architecture/v12-push-uncertainty-notes.md	1-107	bug	Push uncertainty and open questions require resolution	Eliminate ambiguous delivery claims	later v13/v14/v17	v17.3 persistence/query work remains incomplete, so uncertainty is not fully resolved	Delivery direct path	Partial tests	No durable per-sink evidence	2.7	unresolved	high	
L15-CONSOL	docs/v15.x/news-consolidation-plan.md	6-53	plan	Consolidate three independent news loops into one aggregator pipeline	Remove duplicate polling/pushing while preserving real sources		Aggregator is initialized/ticked, but multiple source facades are stubs and old/direct behavior remains in monitor	news_monitor_loop calls aggregator	Aggregator tests	Empty stubs create silent feature loss	2.1,2.2,2.4,2.7	partial	high	
L15-PLAN-A	docs/v15.x/v15-plan-news-stock-analysis.md	111-248	bugfix	Repair v14 governance, dedup timing and L6 real sinks	Make push path reliable and observable		Reserve/commit/rollback and L6 sink implementations exist, but L6 remains env opt-in and default path directly calls push_wechat	Production direct path; optional L6	Module tests	Default bypasses sink router/persistence	2.7	partial	high	
L15-PLAN-IPO	docs/v15.x/v15-plan-news-stock-analysis.md	250-370	feature	IPO sources, monitor, event types and production templates	Monitor real IPO lifecycle and mapped stocks		Static IPO mapping/types/templates exist; full real provider scheduling and production evidence are incomplete	Mapper/templates partially used	Mapping/type tests	Static data staleness and feed failures	2.1,2.4,2.7	partial	medium	
L15-PLAN-D	docs/v15.x/v15-plan-news-stock-analysis.md	372-476	feature	Full aggregator→extractor→mapper→impact→dispatcher pipeline	Run unified news-to-stock analysis in production	v15.3 expansion	All modules exist, but production loop goes aggregator→NewsFlashGate and bypasses extractor/mapper/impact/NewsDispatcher chain	Aggregator/flash only	Module tests	Source stubs and bypassed modules	2.1,2.4,2.7	partial	high	
L166-PLAN	docs/v16.x/v16.6-development-plan.md	38-317	plan	Implement E2E, Prometheus, health and panic hook	Prove and observe the v16 kernel		Metrics/health modules exist, but documented E2E does not actually route through registered strategies/three-bus consumers and health checks existence rather than flow	Production observability only	E2E-like module tests	Dead kernel can appear healthy	2.7	partial	high	
L17-DEV1	docs/v17.x/v17.x-dev-plan.md	1-200	plan	Original v17.x staged plan	Implement migration after EventKind prerequisite	v17.x-dev-plan-revised.md	Document explicitly superseded because EventKind premise was wrong	N/A	N/A	N/A	2.7	superseded	high	
L17-DEV2	docs/v17.x/v17.x-dev-plan-revised.md	1-170	plan	Revised plan records three landed integrations and schedules v17.5-v17.8	Complete migration and deferred findings		L6 opt-in and aggregator integration exist; four of twelve findings are explicitly deferred and final migrations remain incomplete	Optional L6 and aggregator production calls	Focused tests	Provider stubs, direct default path and no persistence	2.1,2.4,2.7	partial	high	Plan's own 100 percent target is not met
LNEW-PLAN-GATES	.planning/2026-07-16-quant-platform-assessment/findings.md	35-38	bug	Library tests pass but the full test suite does not compile because v14_e2e calls Dispatcher::dispatch with the obsolete arity	Restore mandatory full-test gate		At c1e `v14_e2e.rs` passes two arguments while `Dispatcher::dispatch` requires three	Test binary only	Full test compilation is blocked	Compile-time failure is explicit	2.3,2.7	verified_complete	high	Verified_complete confirms the documented failure; the bug is unresolved
LNEW-SDD-BAO	.superpowers/sdd/final-review.md	22-34,63-82	bug	Baostock was implemented as HTTP although its protocol is TCP	Rewrite the provider using the real TCP protocol		c1e BaostockProvider uses TcpStream, protocol framing, CRC and zlib response handling	Fallback production function instantiates BaostockProvider	Protocol/parser/provider tests exist	Network errors return Result and fall through to validated sources	2.1,2.3,2.4	verified_complete	high	The review's C1 follow-up was implemented after this document
